-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2820,2820,2820,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2820,2820,2820,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2668,2666,-1,-1,-1,-1,-1,-1,-1,-1,2820,2820,2820,2820,2820,2666,-1,-1,-1,-1,-1,-1,-1
2757,2756,2755,2754,2748,2749,2820,2667,2673,2672,2673,2672,2671,2670,2664,2665,2666,2752,2750,2666,2667,2668,2663,2664,2665,2820,2667,2752,2746,2747,2748,2752,2750,2756,2757,2756,2755,2754,2748,2749
2841,2840,2839,2838,2832,2833,2567,2568,2569,2756,2757,2756,2755,2754,2748,2749,2750,2836,2834,2750,2751,2752,2747,2748,2598,2599,2600,2836,2834,2834,2918,2836,2834,2840,2841,2840,2839,2838,2832,2833
2925,2924,2923,2922,2916,2917,2651,2652,2653,2840,2841,2840,2839,2838,2832,2833,2834,2920,2918,2834,2835,2836,2831,2832,2682,2683,2684,2920,2918,2918,2920,2920,2918,2924,2925,2924,2923,2922,2916,2917
2985,2986,2914,2915,2916,2917,2918,2919,2925,2924,2925,2924,2923,2922,2916,2917,2918,2919,2920,2918,2919,2920,2915,2916,2917,2918,2919,2920,2921,2922,2923,2924,2925,2985,2985,2985,2985,2985,2985,2985
3069,3070,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2985,2986,3069
3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3069,3070,3070
2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,3352,3353,3354,4265,3848,3849,3850,3411,4024,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986
3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3436,3437,3438,4349,3932,3933,3934,3325,3326,3327,3328,3069,3070,3069,3070,3069,3070,3069,3070
2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,3519,3520,3264,3521,3522,3661,3661,3409,3410,3411,3412,2985,2986,2985,2986,2985,2986,2985,2986
3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,4024,2741,2742,3428,3429,3430,2746,2747,2748,3496,3069,3070,3069,3070,3069,3070,3069,3070
2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2825,2826,3512,3513,3514,2830,2831,2832,2986,2985,2986,2985,2986,2985,2986,2985,2986
3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070
2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986
3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070,3069,3070
2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986,2985,2986
